"fb_t_id" "fb_g_id" "gene" "half_life" "rank" "quantile" "dmso_polii" "dmso_tbp" "dmso_tfiib" "dmso_tfiif" "dmso_nelfe" "pro_cap" "DPE" "DRE" "Inr" "MTE" "PB" "TATA" "Motif1" "Motif6" "Motif7" "TCT"
"926" "FBtr0083575" "FBgn0024432" "Dlc90F" "11.39" 436 "q1" 6.0087022756141 5.39977655210617 4.84731607984407 4.91947064876302 5.94292421854315 "T" "F" "F" "F" "T" "F" "F" "F" "F" "F" "F"
"583" "FBtr0078709" "FBgn0037356" "CG12170" "11.4" 437 "q1" 5.00715415141755 4.2456912547196 4.19977939187537 4.44365273213156 5.20918610452926 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"1175" "FBtr0086969" "FBgn0023172" "RhoGEF2" "11.42" 438 "q1" 6.07663968374502 4.64500605715339 4.69942154701061 4.64054565555242 5.76189628407557 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"930" "FBtr0083656" "FBgn0028670" "Vha100-2" "11.44" 439 "q1" 9.08015643671363 6.74104655353735 6.47536597053495 6.8065516072271 8.63488783873326 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1732" "FBtr0305009" "FBgn0262562" "CG43102" "11.44" 440 "q1" 5.17269883836915 4.71359116694573 4.85145594669427 4.82779220536924 4.9599181523277 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"49" "FBtr0070959" "FBgn0029895" "CG14441" "11.45" 441 "q1" 6.45137200417776 5.5938444147602 5.95964139031825 5.98858399046294 5.46313409038918 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1374" "FBtr0089461" "FBgn0021760" "chb" "11.47" 442 "q1" 6.80472394129247 5.55412757764921 6.75760363629009 7.04338159199678 6.38107193049614 "T" "F" "T" "F" "F" "F" "F" "T" "F" "F" "F"
"1684" "FBtr0302910" "FBgn0265298" "SC35" "11.47" 443 "q1" 7.19603317634692 5.37349684567793 5.5847133327762 5.62558989408884 7.12952552595842 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1301" "FBtr0088530" "FBgn0010342" "Map60" "11.48" 444 "q1" 6.39665565703973 5.40313772903291 5.28936145050343 5.09920826536625 6.59960186459473 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1578" "FBtr0300128" "FBgn0013771" "Cyp6a9" "11.49" 445 "q1" 5.1451206738153 5.52659537691689 4.83017978179552 5.13796326357418 5.07136985178501 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1991" "FBtr0333569" "FBgn0001257" "ImpL2" "11.5" 446 "q1" 9.31445712838122 8.99667548606125 7.56279347638693 8.02490434618399 8.75379941992153 "T" "F" "F" "T" "F" "F" "F" "F" "F" "T" "F"
"612" "FBtr0078928" "FBgn0037255" "Fip1" "11.5" 447 "q1" 5.69984395390665 4.08972404760913 5.00435507690426 5.13481522828941 5.32785342363151 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"1300" "FBtr0088525" "FBgn0025286" "RpL31" "11.51" 448 "q1" 7.0704452690586 6.00830140774104 8.27762531500244 7.99130777725917 6.42525285132881 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "T"
"809" "FBtr0081792" "FBgn0243512" "puc" "11.52" 449 "q1" 8.74981477957366 7.18114382021048 6.97760262632919 7.07246844934738 8.17068585408882 "T" "F" "F" "T" "F" "F" "F" "T" "F" "F" "F"
"1984" "FBtr0333464" "FBgn0263911" "CoVIII" "11.52" 450 "q1" 6.558629213024 5.26371253011164 5.19544814736883 4.9160194399775 6.45224758585241 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"821" "FBtr0082003" "FBgn0002932" "neur" "11.53" 451 "q1" 8.66163681039721 8.71258749007192 9.27187507976898 6.83091109940411 8.31600877854105 "T" "F" "F" "F" "F" "F" "T" "F" "F" "F" "F"
"1563" "FBtr0299789" "FBgn0259227" "CG42327" "11.53" 452 "q1" 7.90605635567186 6.38749859203412 5.74999605709957 6.65537242667234 7.29878042219456 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"1269" "FBtr0088099" "FBgn0003396" "shn" "11.54" 453 "q1" 7.70727141764536 6.3515319816486 6.50224902248745 5.34029010358208 7.18690497212263 "T" "T" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"692" "FBtr0079876" "FBgn0040064" "yip2" "11.54" 454 "q1" 6.50828623876754 5.04625302826839 4.4269432411741 4.91349237474423 6.15552691467443 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2242" "FBtr0344738" "FBgn0004648" "svr" "11.55" 455 "q1" 6.25082732602144 4.19989946105268 4.15879228461744 4.254648346299 6.39741509874906 "T" "F" "F" "F" "T" "F" "F" "F" "F" "F" "F"
"870" "FBtr0082693" "FBgn0038100" "Paip2" "11.56" 456 "q1" 6.46315153199605 5.63951534145052 7.15031801327194 7.04115305598024 5.98418393010481 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2328" "FBtr0346633" "FBgn0045063" "fdl" "11.57" 457 "q1" 6.31670022864002 5.57665812598147 5.75445895499253 5.3831814652365 6.18113953942574 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"1843" "FBtr0329998" "FBgn0003044" "Pcl" "11.58" 458 "q1" 5.31959394558187 4.83411043735782 4.4426589696942 4.36019637482303 5.23032034886019 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"234" "FBtr0073457" "FBgn0004864" "hop" "11.6" 459 "q1" 6.22128362235518 5.44133218294499 5.66071261788235 5.44860419960563 6.00118395638972 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1903" "FBtr0332168" "FBgn0015221" "Fer2LCH" "11.61" 460 "q1" 8.11156862352393 6.64208844594873 5.80922854123562 6.04856072232948 7.94021229782134 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2091" "FBtr0336911" "FBgn0033174" "CG11125" "11.61" 461 "q1" 6.30716005885755 4.67693029458224 5.59498626777732 5.75276555239466 6.00887874748869 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"214" "FBtr0073163" "FBgn0035477" "CG14982" "11.62" 462 "q1" 5.29109824243316 5.60571828705082 5.38902658088191 5.50443315279925 5.54963689917414 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"317" "FBtr0074805" "FBgn0261811" "pico" "11.65" 463 "q1" 8.00027281619739 6.06450676469714 5.75555277968178 6.02616715336885 7.56207824890891 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"927" "FBtr0083595" "FBgn0010877" "l(3)05822" "11.65" 464 "q1" 7.22342447700478 5.92569955622212 5.4076250072555 5.44922852037112 7.36969570075297 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"641" "FBtr0079266" "FBgn0086357" "Sec61alpha" "11.68" 465 "q1" 8.73887134369572 7.20425132265801 7.09369145853964 7.36072422552873 8.25094463581439 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"853" "FBtr0082504" "FBgn0037975" "CG3397" "11.68" 466 "q1" 5.3894058491152 5.12751158528272 3.62174090592634 4.87965667374709 4.94181110242448 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1362" "FBtr0089289" "FBgn0016930" "Dyrk2" "11.71" 467 "q2" 8.20124894953067 6.45801376849386 6.12285117580047 6.42138459749231 7.94254267456403 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"499" "FBtr0077617" "FBgn0031505" "CG12400" "11.71" 468 "q2" 5.78590977559048 4.53317719953716 4.83842735108991 5.05581694389681 5.61403925428731 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"616" "FBtr0078986" "FBgn0261436" "DhpD" "11.72" 469 "q2" 5.59020999772394 4.69706314127548 4.87043902960911 4.49166694558674 4.9150745536727 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1437" "FBtr0100213" "FBgn0259937" "Nop60B" "11.72" 470 "q2" 7.65746032786572 5.91569951650023 6.66870100545144 6.97883329465851 7.29802839904714 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"2268" "FBtr0345342" "FBgn0035475" "CG10866" "11.75" 471 "q2" 4.93442828317769 4.46753987356351 4.40489885639023 4.73306257309496 4.84456941378919 "T" "F" "T" "F" "F" "F" "F" "F" "T" "F" "F"
"1280" "FBtr0088258" "FBgn0033539" "Git" "11.76" 472 "q2" 5.98385892419279 4.75858197358859 4.77610651183005 4.96465348977 5.65090396570641 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"1162" "FBtr0086828" "FBgn0040294" "POSH" "11.77" 473 "q2" 5.61606758454194 4.9314309424738 4.60177477521238 4.72148960821993 4.99131118675111 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"171" "FBtr0072593" "FBgn0035173" "CG13907" "11.79" 474 "q2" 5.54368869006684 5.18057854081749 4.29018805035546 5.05868363565071 5.85825106693258 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"444" "FBtr0076457" "FBgn0023129" "aay" "11.79" 475 "q2" 5.53043192426258 5.43771168919043 5.27102731183195 4.91138675370361 4.85189908624256 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1069" "FBtr0085594" "FBgn0002626" "RpL32" "11.86" 476 "q2" 7.44513355490847 6.11418747619264 8.46761917949188 7.62669005849488 6.51017059570228 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "T"
"1687" "FBtr0303017" "FBgn0261641" "CG42724" "11.87" 477 "q2" 5.7302938214177 4.79531501817472 5.02464746521178 4.88580427550981 5.86836142907839 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1331" "FBtr0088831" "FBgn0002891" "mus205" "11.88" 478 "q2" 4.98208069500988 4.59956118080164 4.4855967495062 4.60932701788293 4.99533771720764 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"523" "FBtr0078011" "FBgn0015621" "Clp" "11.89" 479 "q2" 5.57263250280489 5.03055331541452 5.77719984918183 5.09472981983306 5.42313745504079 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"2244" "FBtr0344842" "FBgn0027587" "CG7028" "11.9" 480 "q2" 6.14552447720152 5.32369911825294 4.65395416425067 4.80907953787946 6.13607783285526 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2077" "FBtr0336472" "FBgn0261532" "cdm" "11.91" 481 "q2" 7.6719723984043 5.92122232435768 6.19583384828121 6.50313335592111 7.27754348783865 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1245" "FBtr0087826" "FBgn0033755" "ClC-b" "11.92" 482 "q2" 6.50935103617922 5.40366641164248 6.0019164438769 6.07590391533921 6.12949665271675 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1661" "FBtr0302597" "FBgn0003261" "Rm62" "11.93" 483 "q2" 8.89988852392167 6.52356354525995 6.3161017377037 6.1843820915497 8.63195297467787 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"133" "FBtr0072163" "FBgn0022708" "Adk2" "11.94" 484 "q2" 6.36028301050541 5.05235198684557 5.30663188356738 5.34594394490692 5.95382680637011 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"899" "FBtr0083183" "FBgn0003483" "spn-E" "11.94" 485 "q2" 5.73920927368251 4.70491725416979 5.03180051090323 4.892141583326 5.63415488581011 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"710" "FBtr0080168" "FBgn0000018" "abo" "11.95" 486 "q2" 6.29444976746578 4.6139873431174 4.99639608402539 4.71383507510428 5.5898245408108 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2237" "FBtr0344437" "FBgn0266450" "Kr-h1" "11.97" 487 "q2" 7.92627636511695 6.0010782268217 7.6862998637677 7.50882354307679 7.19086040683831 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"322" "FBtr0074903" "FBgn0036928" "Tom20" "11.97" 488 "q2" 5.64826744356871 4.56459265187621 4.45611704214128 4.34968746991724 5.48813624688138 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"2124" "FBtr0339589" "FBgn0025381" "rush" "11.98" 489 "q2" 6.16143707649766 5.19555257710519 5.19121517009156 5.34252676048022 5.5243502967391 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1" "FBtr0070025" "FBgn0000084" "AnxB10" "12.01" 490 "q2" 8.0509129382155 6.24542817240843 5.49092896765794 6.0131799658639 7.38092950202676 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2325" "FBtr0346591" "FBgn0261597" "RpS26" "12.01" 491 "q2" 7.59034519214554 6.42471218763281 9.08096584477778 9.07117529483396 6.31555827094086 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "T"
"455" "FBtr0076557" "FBgn0086706" "pix" "12.02" 492 "q2" 6.30899251411613 4.70959763396703 5.08109376437239 4.99612169477177 5.9533513232076 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"714" "FBtr0080260" "FBgn0020309" "crol" "12.03" 493 "q2" 6.42467602668002 5.79800400237003 5.81208417218121 5.88308730833383 6.21476427741417 "T" "F" "T" "F" "F" "F" "F" "T" "T" "T" "F"
"1541" "FBtr0290096" "FBgn0030808" "RhoGAP15B" "12.03" 494 "q2" 7.78467734326805 6.14403080242775 6.53412964331146 6.80038771119557 7.37515854118652 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"1266" "FBtr0088038" "FBgn0033665" "Zip48C" "12.04" 495 "q2" 7.26873798614063 6.19351170639468 6.27297454765246 6.44811697536606 6.61893134915725 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"1835" "FBtr0310539" "FBgn0039920" "CG11360" "12.06" 496 "q2" 4.80445259443781 5.02703978943891 4.99441670822588 4.83924648347253 5.67954420000034 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"817" "FBtr0081918" "FBgn0037632" "Tcp-1eta" "12.06" 497 "q2" 7.30003906886347 5.52735124723795 5.69792859352368 5.59573509836783 7.47446417749591 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1785" "FBtr0307344" "FBgn0053199" "CG33199" "12.06" 498 "q2" 7.30769050804203 5.97432730785055 6.5759554091076 6.67093859125688 6.88508396514245 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1327" "FBtr0088745" "FBgn0014469" "Cyp4e2" "12.08" 499 "q2" 9.12023083125118 7.62043800189072 6.48254676763464 6.99545493573869 8.71275409890244 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"424" "FBtr0076187" "FBgn0036147" "Plod" "12.1" 500 "q2" 8.84253142706359 6.43399645247112 6.86159459746623 6.70615544748274 8.88371162105683 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"868" "FBtr0082668" "FBgn0026207" "mbo" "12.1" 501 "q2" 6.1479160723111 4.630686816226 4.58934041863958 4.55007012952795 5.95052003052799 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2087" "FBtr0336809" "FBgn0265082" "Cdep" "12.11" 502 "q2" 8.77653311802223 6.29519368979214 6.73159603727067 6.43548952428601 8.30699942074201 "T" "F" "T" "F" "T" "T" "F" "F" "F" "T" "F"
"1076" "FBtr0085720" "FBgn0011739" "wts" "12.11" 503 "q2" 6.24779452568971 5.97777346306173 5.74618524516157 5.2200399368706 6.6800446491832 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"591" "FBtr0078744" "FBgn0250753" "kra" "12.11" 504 "q2" 8.0901062898898 6.76067530265595 6.34283928371925 6.11701746190883 7.94757991673904 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2201" "FBtr0343375" "FBgn0029881" "pigs" "12.12" 505 "q2" 8.28719418635372 8.03236066711503 6.42498611555349 6.83839114495431 7.7333593633289 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"241" "FBtr0073609" "FBgn0001218" "Hsc70-3" "12.13" 506 "q2" 6.78760002108393 5.75927166727701 5.34095290750379 5.45668440191374 6.34167615460144 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"422" "FBtr0076131" "FBgn0036194" "CG11652" "12.15" 507 "q2" 5.28078725216799 5.08003125771031 5.68327527568362 5.34096308726611 4.68626209861964 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"195" "FBtr0072924" "FBgn0261602" "RpL8" "12.15" 508 "q2" 7.53209561111463 6.4041968240936 8.74969558660779 8.97878967906049 6.49091350562998 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "T"
"649" "FBtr0079356" "FBgn0264922" "smt3" "12.16" 509 "q2" 8.47838695168322 6.64009167472968 7.8684558459901 7.2907591741322 8.35646509325167 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"358" "FBtr0075360" "FBgn0002284" "Prosbeta6" "12.16" 510 "q2" 6.36929838475862 5.08576657857382 5.72139140704899 5.53500583840482 5.98055237297729 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"595" "FBtr0078777" "FBgn0037299" "Vps37B" "12.17" 511 "q2" 5.97823097362045 4.74850828327986 5.01341857714929 5.23966928023795 5.81320947354579 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"315" "FBtr0074761" "FBgn0031048" "CG12237" "12.19" 512 "q2" 7.58512166949768 6.71465910572587 6.35340899698416 6.53582760316815 7.43525958546811 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"298" "FBtr0074454" "FBgn0250788" "beta-Spec" "12.21" 513 "q2" 7.71645851380712 6.2459203574638 6.4772253251237 6.62846364806924 7.08606457886751 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2028" "FBtr0334544" "FBgn0014001" "Pak" "12.22" 514 "q2" 5.91279218809496 4.78006253221536 5.15081963224448 5.06766117281625 5.75944580340073 "T" "F" "T" "F" "F" "F" "F" "F" "T" "T" "F"
"1950" "FBtr0333070" "FBgn0033636" "tou" "12.22" 515 "q2" 6.66417156164141 6.05572703588954 4.94943545265137 5.70730670933529 6.45458442518011 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"949" "FBtr0083912" "FBgn0023097" "bon" "12.22" 516 "q2" 7.60186561402381 5.53849664108105 5.53398718286341 5.52735372931562 7.36574175193488 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"804" "FBtr0081642" "FBgn0010774" "Ref1" "12.24" 517 "q2" 6.34884522350533 5.19602914096195 5.71584968090603 5.68997251817901 5.90285514170918 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1861" "FBtr0331187" "FBgn0051635" "CG31635" "12.24" 518 "q2" 6.66071379768332 6.10704348834492 7.03496014972234 7.33016258190251 5.45845874222861 "T" "T" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"166" "FBtr0072554" "FBgn0035145" "MED14" "12.24" 519 "q2" 6.98535925683649 5.1838728086065 5.64561314593915 5.14899704507115 6.82338458532245 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"433" "FBtr0076317" "FBgn0036043" "CG8177" "12.27" 520 "q2" 7.94656117822495 6.92442982065228 5.67096538350996 5.78572038620865 7.62195744154454 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"1848" "FBtr0330229" "FBgn0260866" "dnr1" "12.27" 521 "q2" 8.46969539448017 7.23472518852068 5.27908384677364 6.48824726431544 8.1258841888374 "T" "F" "F" "T" "F" "F" "F" "F" "F" "T" "F"
"542" "FBtr0078219" "FBgn0037007" "CG5059" "12.28" 522 "q2" 7.34682817115545 5.87026984230787 6.12255936930165 6.32157056583913 6.82719750580423 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"1259" "FBtr0088007" "FBgn0033699" "RpS11" "12.31" 523 "q2" 7.50726133411805 6.18992960435582 8.62977118326692 8.58893222212081 6.17498846566262 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "T"
"1602" "FBtr0300886" "FBgn0039936" "CG11148" "12.31" 524 "q2" 5.76892806292821 5.02313405680712 5.22452403746049 5.15504506304036 6.00846161364288 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2020" "FBtr0334174" "FBgn0003346" "RanGAP" "12.32" 525 "q2" 6.11380810002108 4.98790429066403 5.41575701045529 4.88156389195941 5.69916080419498 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1852" "FBtr0330301" "FBgn0039633" "CG11873" "12.33" 526 "q2" 8.2713809032946 6.3521745329896 6.75211789171015 6.73936961468379 8.00488113968346 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"989" "FBtr0084458" "FBgn0039116" "CG10375" "12.36" 527 "q2" 5.44370366247332 4.50513024904282 4.68721948219472 4.95236927035389 5.12674651783523 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2003" "FBtr0333762" "FBgn0031145" "Ntf-2" "12.37" 528 "q2" 8.30640697228848 6.2630628968411 6.26173910553957 6.03137819934995 8.48311837454793 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"447" "FBtr0076479" "FBgn0005533" "RpS17" "12.37" 529 "q2" 7.43361716084419 5.98802096851768 8.69868151168688 8.58116957200836 6.6658832038555 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "T"
"2145" "FBtr0340049" "FBgn0030293" "CG1737" "12.38" 530 "q2" 6.82186858547977 5.69316353279928 5.79611595965832 5.43581405212814 6.69734195266613 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "T"
"303" "FBtr0074511" "FBgn0021765" "scu" "12.38" 531 "q2" 6.32291834197929 4.9413622005635 5.98662440374044 6.22700906386462 5.8042077255226 "T" "F" "F" "F" "F" "F" "F" "T" "T" "F" "F"
"1516" "FBtr0113299" "FBgn0039600" "CG1646" "12.38" 532 "q2" 5.83958153645764 4.31144977852731 4.77744662149601 4.27990031629666 5.96810284713465 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"879" "FBtr0082751" "FBgn0038145" "Droj2" "12.48" 533 "q2" 8.2261840292097 6.46342013827529 8.64950629283466 8.58317134240768 7.7502152215905 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"141" "FBtr0072241" "FBgn0028411" "Nxt1" "12.49" 534 "q2" 6.21545288918881 4.8752890088422 4.9011780397986 4.85948270635609 6.30663222739673 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1139" "FBtr0086601" "FBgn0014269" "prod" "12.5" 535 "q2" 6.64216689367301 5.39320684091773 5.65522476609936 4.97838778493485 6.33847453362015 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"5" "FBtr0070092" "FBgn0023537" "CG17896" "12.51" 536 "q2" 8.43929464482743 6.36961325881095 5.70566553658503 5.2076723625275 8.09494917248218 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"231" "FBtr0073426" "FBgn0025111" "Ant2" "12.51" 537 "q2" 9.36570943241278 7.24025803152875 7.28765729276426 7.44178021744181 8.90754501272796 "T" "F" "T" "T" "F" "F" "F" "F" "T" "F" "F"
"996" "FBtr0084526" "FBgn0013347" "TfIIA-S" "12.54" 538 "q2" 6.97499852042507 5.65488716364533 5.88824720566773 5.76764487569133 6.87136202144239 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"277" "FBtr0074178" "FBgn0027093" "Aats-arg" "12.55" 539 "q2" 5.43713041865132 4.5198746254715 4.95096883894132 5.12371914493185 5.15698874923006 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"2062" "FBtr0335229" "FBgn0037541" "CG2747" "12.56" 540 "q2" 6.78288687484735 5.45116280207962 5.08159394116707 5.73117422691086 6.20751315370663 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"586" "FBtr0078727" "FBgn0037364" "Rab23" "12.57" 541 "q2" 7.29180117840778 5.86026332454992 6.17451617899813 6.16495385620258 6.22331359074867 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2148" "FBtr0340138" "FBgn0040319" "Gclc" "12.58" 542 "q2" 7.49704964709365 6.30032572014691 6.10999319728698 6.36485827071183 6.95242096414871 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1452" "FBtr0100584" "FBgn0004363" "porin" "12.6" 543 "q2" 7.70377115681152 5.81333522708132 5.90720980111781 6.22590548225999 7.19917233241893 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1091" "FBtr0085918" "FBgn0032957" "CG2225" "12.62" 544 "q2" 5.98770287655603 4.56932654067255 4.62801813438546 4.74292469473972 5.36018580204242 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1768" "FBtr0306345" "FBgn0000448" "Hr46" "12.62" 545 "q2" 5.70136431886102 5.2331520784383 6.76439152019106 4.80285436291377 5.33160216847525 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1391" "FBtr0089589" "FBgn0086676" "spin" "12.63" 546 "q2" 9.18134979559777 7.60868557244379 7.3038129523514 7.03175866967863 8.96243855504185 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"59" "FBtr0071129" "FBgn0027280" "l(1)G0193" "12.67" 547 "q2" 6.27367963156978 5.14586323939422 4.79912572076637 5.31833597772625 5.77534815911686 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"18" "FBtr0070253" "FBgn0026872" "CG14777" "12.69" 548 "q2" 5.38910260707422 4.90554776451057 4.50750030415577 4.62544347076367 5.76499194016366 "T" "F" "F" "T" "T" "T" "F" "F" "F" "F" "F"
"1859" "FBtr0330732" "FBgn0264089" "sli" "12.69" 549 "q2" 8.89981142204519 6.60105109947769 6.46460395433284 6.7232911864036 8.41825223072819 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"2207" "FBtr0343566" "FBgn0029709" "CHOp24" "12.7" 550 "q2" 6.20877170128035 4.72739709107234 4.7934052604252 4.79391607180067 6.01645209553854 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2143" "FBtr0340006" "FBgn0260429" "CG42524" "12.7" 551 "q2" 7.01626735746111 6.38705145537229 6.36036238783111 6.00835187335563 6.89650896487789 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"348" "FBtr0075252" "FBgn0036702" "CG6512" "12.71" 552 "q2" 5.81772903607592 4.45838269045925 4.91676786150548 5.12629423805427 5.76343410151226 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"559" "FBtr0078383" "FBgn0029152" "Mkrn1" "12.72" 553 "q2" 6.27296110647216 5.04595093636509 5.27867855539999 5.24369858274382 6.03996859760028 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"1734" "FBtr0305047" "FBgn0001139" "gro" "12.72" 554 "q2" 7.32681220878996 6.31861845099586 6.11939523339499 5.78724723722305 7.56480550176959 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"326" "FBtr0075019" "FBgn0026630" "nes" "12.72" 555 "q2" 6.85630250495084 5.61988036612122 5.44245660828114 5.49738062554681 6.49576457225364 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2122" "FBtr0339555" "FBgn0033672" "rho-7" "12.75" 556 "q2" 5.03625161260291 4.71786123089373 5.26519841962371 5.22040571837536 4.63711737081999 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
